"X","id","firstname","surname","bornCountryCode","diedCountryCode","gender","year","category","motivation"
329,772,"Clive W.J.","Granger","GB","US","male",2003,"economics"," methods  analyzing economic time series  common trends cointegration"
330,771,"Robert F.","Engle III","US","","male",2003,"economics"," methods  analyzing economic time series  time-varying volatility ARCH"
353,694,"Lawrence R.","Klein","US","US","male",1980,"economics","  creation  econometric models   application     economic fluctuations  economic policies"
373,683,"Wassily","Leontief","RU","US","male",1973,"economics","     input-output method    application  important economic problems"
457,679,"Paul A.","Samuelson","US","US","male",1970,"economics","  scientific       static  dynamic economic theory  actively contributed  raising  level    economic science"
464,882,"Alvin E.","Roth","US","","male",2012,"economics","  theory  stable allocations   practice  market design"
465,883,"Lloyd S.","Shapley","US","US","male",2012,"economics","  theory  stable allocations   practice  market design"
466,744,"George A.","Akerlof","US","","male",2001,"economics","  analyses  markets  asymmetric information"
467,746,"Joseph E.","Stiglitz","US","","male",2001,"economics","  analyses  markets  asymmetric information"
468,745,"A. Michael","Spence","US","","male",2001,"economics","  analyses  markets  asymmetric information"
469,857,"Dale T.","Mortensen","US","US","male",2010,"economics","    markets  search frictions"
470,856,"Peter A.","Diamond","US","","male",2010,"economics","    markets  search frictions"
471,858,"Christopher A.","Pissarides","CY","","male",2010,"economics","    markets  search frictions"
481,787,"Edward C.","Prescott","US","","male",2004,"economics","    dynamic macroeconomics  time consistency  economic policy   driving forces behind business cycles"
482,786,"Finn E.","Kydland","NO","","male",2004,"economics","    dynamic macroeconomics  time consistency  economic policy   driving forces behind business cycles"
487,686,"Leonid Vitaliyevich","Kantorovich","RU","RU","male",1975,"economics","     theory  optimum allocation  resources"
488,687,"Tjalling C.","Koopmans","NL","US","male",1975,"economics","     theory  optimum allocation  resources"
661,894,"Eugene F.","Fama","US","","male",2013,"economics","  empirical   asset prices"
662,895,"Lars Peter","Hansen","US","","male",2013,"economics","  empirical   asset prices"
663,896,"Robert J.","Shiller","US","","male",2013,"economics","  empirical   asset prices"
664,872,"Thomas J.","Sargent","US","","male",2011,"economics","  empirical   cause  effect   macroeconomy"
665,873,"Christopher A.","Sims","US","","male",2011,"economics","  empirical   cause  effect   macroeconomy"
670,715,"James A.","Mirrlees","GB","","male",1996,"economics","  fundamental    economic theory  incentives under asymmetric information"
671,716,"William","Vickrey","CA","US","male",1996,"economics","  fundamental    economic theory  incentives under asymmetric information"
692,690,"James E.","Meade","GB","GB","male",1977,"economics","  pathbreaking    theory  international trade  international capital movements"
693,689,"Bertil","Ohlin","SE","SE","male",1977,"economics","  pathbreaking    theory  international trade  international capital movements"
698,711,"John C.","Harsanyi","HU","US","male",1994,"economics","     equilibria   theory  non-cooperative games"
699,713,"Reinhard","Selten","PL","PL","male",1994,"economics","     equilibria   theory  non-cooperative games"
700,712,"John F.","Nash Jr.","US","US","male",1994,"economics","     equilibria   theory  non-cooperative games"
701,682,"Kenneth J.","Arrow","US","","male",1972,"economics","     general economic equilibrium theory  welfare theory"
702,681,"John R.","Hicks","GB","GB","male",1972,"economics","     general economic equilibrium theory  welfare theory"
708,692,"Theodore W.","Schultz","US","US","male",1979,"economics","     economic    particular consideration   problems  developing countries"
709,693,"Sir Arthur","Lewis","LC","BB","male",1979,"economics","     economic    particular consideration   problems  developing countries"
712,705,"Merton H.","Miller","US","US","male",1990,"economics","      theory  financial economics"
713,704,"Harry M.","Markowitz","US","","male",1990,"economics","      theory  financial economics"
714,706,"William F.","Sharpe","US","","male",1990,"economics","      theory  financial economics"
715,684,"Gunnar","Myrdal","SE","SE","male",1974,"economics","      theory  money  economic fluctuations    penetrating    interdependence  economic social  institutional phenomena"
716,685,"Friedrich August","von Hayek","AT","DE","male",1974,"economics","      theory  money  economic fluctuations    penetrating    interdependence  economic social  institutional phenomena"
